difficulty	qid	sid	text	type	dep	par
Easy	blogs-01-3	blogs-01	Where did the protest happen?	Story | Sch	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	protest	protest	_	NN	_	5	nsubj	_	_
5	happen	happen	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN protest)) (VP (VB happen))) (. ?)))
Easy	blogs-01-4	blogs-01	What did the people burn?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	people	people	_	NNS	_	5	nsubj	_	_
5	burn	burn	_	VBP	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NNS people)) (VP (VBP burn))) (. ?)))
Easy	blogs-01-5	blogs-01	Who rebelled?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	rebelled	rebel	_	VBN	_	0	root	_	_
3	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN rebelled))) (. ?)))
Easy	blogs-01-6	blogs-01	Who created a riot?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	created	create	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	4	det	_	_
4	riot	riot	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD created) (NP (DT a) (NN riot)))) (. ?)))
Easy	blogs-01-7	blogs-01	What happened to a police car?	Sch	"1	What	what	_	WP	_	2	nsubj	_	_
2	happened	happen	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	6	case	_	_
4	a	a	_	DT	_	6	det	_	_
5	police	police	_	NN	_	6	compound	_	_
6	car	car	_	NN	_	2	nmod	_	_
7	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD happened) (PP (TO to) (NP (DT a) (NN police) (NN car))))) (. ?)))
Easy	blogs-01-8	blogs-01	Who burned a police car?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	burned	burn	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	5	det	_	_
4	police	police	_	NN	_	5	compound	_	_
5	car	car	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD burned) (NP (DT a) (NN police) (NN car)))) (. ?)))
Easy	blogs-01-9	blogs-01	What was burned?	Story | Sch	"1	What	what	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	burned	burn	_	VBN	_	0	root	_	_
4	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (VP (VBN burned))) (. ?)))
Easy	blogs-01-10	blogs-01	What happened to the police cars?	Story	"1	What	what	_	WP	_	2	nsubj	_	_
2	happened	happen	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	6	case	_	_
4	the	the	_	DT	_	6	det	_	_
5	police	police	_	NN	_	6	compound	_	_
6	cars	car	_	NNS	_	2	nmod	_	_
7	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD happened) (PP (TO to) (NP (DT the) (NN police) (NNS cars))))) (. ?)))
Easy	blogs-01-11	blogs-01	What was fired?	Story	"1	What	what	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	fired	fire	_	VBN	_	0	root	_	_
4	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (VP (VBN fired))) (. ?)))
Easy	blogs-01-12	blogs-01	What was fired at the rioters?	Story	"1	What	what	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	fired	fire	_	VBN	_	0	root	_	_
4	at	at	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	rioters	rioter	_	NNS	_	3	nmod	_	_
7	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (VP (VBN fired) (PP (IN at) (NP (DT the) (NNS rioters))))) (. ?)))
Easy	blogs-01-13	blogs-01	What was smashed?	Story	"1	What	what	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	smashed	smash	_	VBN	_	0	root	_	_
4	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (VP (VBN smashed))) (. ?)))
Easy	fables-04-1	fables-04	Who did the Fox invite to dinner?	Story	"1	Who	who	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Fox	Fox	_	NNP	_	5	nsubj	_	_
5	invite	invite	_	VB	_	0	root	_	_
6	to	to	_	TO	_	7	case	_	_
7	dinner	dinner	_	NN	_	5	nmod	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD did) (NP (DT the) (NNP Fox)) (VP (VB invite) (PP (TO to) (NP (NN dinner))))) (. ?)))
Easy	fables-04-2	fables-04	What was the only fare provided?	Story	"1	What	what	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	the	the	_	DT	_	5	det	_	_
4	only	only	_	JJ	_	5	amod	_	_
5	fare	fare	_	NN	_	1	nsubj	_	_
6	provided	provide	_	VBN	_	5	acl	_	_
7	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (NP (DT the) (JJ only) (NN fare)) (VP (VBN provided))) (. ?)))
Easy	fables-04-3	fables-04	Where was some soup served?	Sch	"1	Where	where	_	WRB	_	5	advmod	_	_
2	was	be	_	VBD	_	5	auxpass	_	_
3	some	some	_	DT	_	4	det	_	_
4	soup	soup	_	NN	_	5	nsubjpass	_	_
5	served	serve	_	VBN	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (DT some) (NN soup)) (VP (VBN served))) (. ?)))
Easy	fables-04-4	fables-04	Who is the story about?	Sch	"1	Who	who	_	WP	_	0	root	_	_
2	is	be	_	VBZ	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	story	story	_	NN	_	1	nsubj	_	_
5	about	about	_	IN	_	4	nmod	_	_
6	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBZ is) (NP (DT the) (NN story)) (ADJP (IN about))) (. ?)))
Easy	fables-04-5	fables-04	What did the fox do to the soup?	Sch|Story	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	fox	fox	_	NN	_	5	nsubj	_	_
5	do	do	_	VBP	_	0	root	_	_
6	to	to	_	TO	_	8	case	_	_
7	the	the	_	DT	_	8	det	_	_
8	soup	soup	_	NN	_	5	nmod	_	_
9	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN fox)) (VP (VBP do) (PP (TO to) (NP (DT the) (NN soup))))) (. ?)))
Easy	fables-04-6	fables-04	Why did the fox begin to be hungry and begin to be helpless?	Sch	"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	fox	fox	_	NN	_	5	nsubj	_	_
5	begin	begin	_	VB	_	0	root	_	_
6	to	to	_	TO	_	8	mark	_	_
7	be	be	_	VB	_	8	cop	_	_
8	hungry	hungry	_	JJ	_	5	xcomp	_	_
9	and	and	_	CC	_	5	cc	_	_
10	begin	begin	_	VB	_	5	conj	_	_
11	to	to	_	TO	_	13	mark	_	_
12	be	be	_	VB	_	13	cop	_	_
13	helpless	helpless	_	JJ	_	10	xcomp	_	_
14	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN fox)) (VP (VB begin) (S (VP (TO to) (VP (VP (VB be) (ADJP (JJ hungry))) (CC and) (VP (VB begin) (S (VP (TO to) (VP (VB be) (ADJP (JJ helpless))))))))))) (. ?)))
Easy	fables-04-7	fables-04	What did the stork easily fitted the long bill into?	Sch	"1	What	what	_	WP	_	6	dep	_	_
2	did	do	_	VBD	_	6	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	stork	stork	_	NN	_	6	nsubj	_	_
5	easily	easily	_	RB	_	6	advmod	_	_
6	fitted	fit	_	VBD	_	0	root	_	_
7	the	the	_	DT	_	9	det	_	_
8	long	long	_	JJ	_	9	amod	_	_
9	bill	bill	_	NN	_	6	dobj	_	_
10	into	into	_	IN	_	6	nmod	_	_
11	?	?	_	.	_	6	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN stork)) (VP (ADVP (RB easily)) (VBD fitted) (NP (DT the) (JJ long) (NN bill)) (PP (IN into)))) (. ?)))
Easy	fables-04-8	fables-04	Why did the Fox sit by hungry and helpless?	Story	"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Fox	Fox	_	NNP	_	5	nsubj	_	_
5	sit	sit	_	VBP	_	0	root	_	_
6	by	by	_	IN	_	7	case	_	_
7	hungry	hungry	_	JJ	_	5	nmod	_	_
8	and	and	_	CC	_	7	cc	_	_
9	helpless	helpless	_	JJ	_	7	conj	_	_
10	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NNP Fox)) (VP (VBP sit) (PP (IN by) (ADJP (JJ hungry) (CC and) (JJ helpless))))) (. ?)))
Easy	blogs-05-1	blogs-05	What was the narrator?	Sch	"1	What	what	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	1	nsubj	_	_
5	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (NP (DT the) (NN narrator))) (. ?)))
Easy	blogs-05-2	blogs-05	What did the narrator check the group of students for?	Sch	"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	check	check	_	VB	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	group	group	_	NN	_	5	dobj	_	_
8	of	of	_	IN	_	9	case	_	_
9	students	student	_	NNS	_	7	nmod	_	_
10	for	for	_	IN	_	5	nmod	_	_
11	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB check) (NP (NP (DT the) (NN group)) (PP (IN of) (NP (NNS students)))) (PP (IN for)))) (. ?)))
Easy	blogs-05-3	blogs-05	Who noticed that the ankle of the narrator was observed?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	noticed	notice	_	VBD	_	0	root	_	_
3	that	that	_	IN	_	10	mark	_	_
4	the	the	_	DT	_	5	det	_	_
5	ankle	ankle	_	NN	_	10	nsubjpass	_	_
6	of	of	_	IN	_	8	case	_	_
7	the	the	_	DT	_	8	det	_	_
8	narrator	narrator	_	NN	_	5	nmod	_	_
9	was	be	_	VBD	_	10	auxpass	_	_
10	observed	observe	_	VBN	_	2	ccomp	_	_
11	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD noticed) (SBAR (IN that) (S (NP (NP (DT the) (NN ankle)) (PP (IN of) (NP (DT the) (NN narrator)))) (VP (VBD was) (VP (VBN observed))))))) (. ?)))
Easy	blogs-05-4	blogs-05	What did the narrator resume?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	resume	resume	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB resume))) (. ?)))
Easy	blogs-05-5	blogs-05	Who glanced around the group of students?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	glanced	glance	_	VBD	_	0	root	_	_
3	around	around	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	group	group	_	NN	_	2	nmod	_	_
6	of	of	_	IN	_	7	case	_	_
7	students	student	_	NNS	_	5	nmod	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD glanced) (PP (IN around) (NP (NP (DT the) (NN group)) (PP (IN of) (NP (NNS students))))))) (. ?)))
Easy	blogs-05-6	blogs-05	What did the narrator lift?	Sch	"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	narrator	narrator	_	NN	_	5	compound	_	_
5	lift	lift	_	NN	_	2	nsubj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NN narrator) (NN lift)))) (. ?)))
Easy	blogs-05-7	blogs-05	Who looked down to see that my underslip had somehow made its way to the floor?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	looked	look	_	VBD	_	0	root	_	_
3	down	down	_	RP	_	2	compound:prt	_	_
4	to	to	_	TO	_	5	mark	_	_
5	see	see	_	VB	_	2	xcomp	_	_
6	that	that	_	DT	_	11	mark	_	_
7	my	my	_	PRP$	_	8	nmod:poss	_	_
8	underslip	underslip	_	NN	_	11	nsubj	_	_
9	had	have	_	VBD	_	11	aux	_	_
10	somehow	somehow	_	RB	_	11	advmod	_	_
11	made	make	_	VBN	_	5	ccomp	_	_
12	its	its	_	PRP$	_	13	nmod:poss	_	_
13	way	way	_	NN	_	11	dobj	_	_
14	to	to	_	TO	_	16	case	_	_
15	the	the	_	DT	_	16	det	_	_
16	floor	floor	_	NN	_	11	nmod	_	_
17	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD looked) (PRT (RP down)) (S (VP (TO to) (VP (VB see) (NP (NP (DT that)) (SBAR (S (NP (PRP$ my) (NN underslip)) (VP (VBD had) (ADVP (RB somehow)) (VP (VBN made) (NP (PRP$ its) (NN way)) (PP (TO to) (NP (DT the) (NN floor))))))))))))) (. ?)))
Easy	blogs-05-8	blogs-05	What did I share with you?	Story	"1	What	what	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	I	I	_	PRP	_	4	nsubj	_	_
4	share	share	_	VBP	_	0	root	_	_
5	with	with	_	IN	_	6	case	_	_
6	you	you	_	PRP	_	4	nmod	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP I)) (VP (VBP share) (PP (IN with) (NP (PRP you))))) (. ?)))
Easy	blogs-05-9	blogs-05	What did I look down to see?	Story	"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	I	I	_	PRP	_	4	nsubj	_	_
4	look	look	_	VB	_	0	root	_	_
5	down	down	_	RP	_	4	compound:prt	_	_
6	to	to	_	TO	_	7	mark	_	_
7	see	see	_	VB	_	4	xcomp	_	_
8	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP I)) (VP (VB look) (PRT (RP down)) (S (VP (TO to) (VP (VB see)))))) (. ?)))
Easy	fables-05-1	fables-05	Who was the Farmer greatly annoyed by?	Story	"1	Who	who	_	WP	_	6	dobj	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	Farmer	Farmer	_	NNP	_	6	nsubj	_	_
5	greatly	greatly	_	RB	_	6	advmod	_	_
6	annoyed	annoy	_	VBD	_	0	root	_	_
7	by	by	_	IN	_	6	advmod	_	_
8	?	?	_	.	_	6	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (NP (NP (DT the) (NNP Farmer)) (SBAR (S (VP (ADVP (RB greatly)) (VBD annoyed) (PP (IN by))))))) (. ?)))
Easy	fables-05-2	fables-05	Where did the Fox make straight for?	Story	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Fox	Fox	_	NNP	_	5	nsubj	_	_
5	make	make	_	VBP	_	0	root	_	_
6	straight	straight	_	JJ	_	5	xcomp	_	_
7	for	for	_	IN	_	6	nmod	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NNP Fox)) (VP (VBP make) (ADJP (JJ straight) (PP (IN for))))) (. ?)))
Easy	fables-05-3	fables-05	Who lost all his harvest?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	lost	lose	_	VBD	_	0	root	_	_
3	all	all	_	PDT	_	5	det:predet	_	_
4	his	he	_	PRP$	_	5	nmod:poss	_	_
5	harvest	harvest	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD lost) (NP (PDT all) (PRP$ his) (NN harvest)))) (. ?)))
Easy	fables-05-4	fables-05	Who set a trap?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	set	set	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	4	det	_	_
4	trap	trap	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD set) (NP (DT a) (NN trap)))) (. ?)))
Easy	fables-05-5	fables-05	Where did the agriculturist tie some fiber onto?	Sch	"1	Where	where	_	WRB	_	0	root	_	_
2	did	do	_	VBD	_	1	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	agriculturist	agriculturist	_	JJ	_	5	amod	_	_
5	tie	tie	_	NN	_	2	nsubj	_	_
6	some	some	_	DT	_	7	det	_	_
7	fiber	fiber	_	NN	_	5	dep	_	_
8	onto	onto	_	IN	_	7	acl	_	_
9	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SINV (VP (VBD did) (NP (DT the) (JJ agriculturist) (NN tie))) (NP (DT some) (NN fiber)) (PP (IN onto))) (. ?)))
Easy	fables-05-6	fables-05	Who kindled the fiber?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	kindled	kindle	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	fiber	fiber	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD kindled) (NP (DT the) (NN fiber)))) (. ?)))
Easy	fables-05-7	fables-05	What ignited and burned completely?	Sch	"1	What	what	_	WDT	_	2	nsubj	_	_
2	ignited	ignite	_	VBD	_	0	root	_	_
3	and	and	_	CC	_	2	cc	_	_
4	burned	burn	_	VBD	_	2	conj	_	_
5	completely	completely	_	RB	_	2	advmod	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VP (VBD ignited)) (CC and) (VP (VBD burned) (ADVP (RB completely))))) (. ?)))
Easy	fables-05-8	fables-05	Who lost a corp?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	lost	lose	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	4	det	_	_
4	corp	corp	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD lost) (NP (DT a) (NN corp)))) (. ?)))
Easy	blogs-02-1	blogs-02	Who died?	Story | Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	died	die	_	VBD	_	0	root	_	_
3	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD died))) (. ?)))
Easy	blogs-02-2	blogs-02	Where did the young man die?	Story | Sch	"1	Where	where	_	WRB	_	6	advmod	_	_
2	did	do	_	VBD	_	6	aux	_	_
3	the	the	_	DT	_	5	det	_	_
4	young	young	_	JJ	_	5	amod	_	_
5	man	man	_	NN	_	6	nsubj	_	_
6	die	die	_	VB	_	0	root	_	_
7	?	?	_	.	_	6	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (JJ young) (NN man)) (VP (VB die))) (. ?)))
Easy	blogs-02-3	blogs-02	Who visited the place where he died?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	visited	visit	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	place	place	_	NN	_	2	dobj	_	_
5	where	where	_	WRB	_	7	advmod	_	_
6	he	he	_	PRP	_	7	nsubj	_	_
7	died	die	_	VBD	_	2	advcl	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD visited) (NP (DT the) (NN place)) (SBAR (WHADVP (WRB where)) (S (NP (PRP he)) (VP (VBD died)))))) (. ?)))
Easy	blogs-02-4	blogs-02	Why did the narrator decide to talk to the young man?	Sch	"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	decide	decide	_	VB	_	0	root	_	_
6	to	to	_	TO	_	7	mark	_	_
7	talk	talk	_	VB	_	5	xcomp	_	_
8	to	to	_	TO	_	11	case	_	_
9	the	the	_	DT	_	11	det	_	_
10	young	young	_	JJ	_	11	amod	_	_
11	man	man	_	NN	_	7	nmod	_	_
12	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB decide) (S (VP (TO to) (VP (VB talk) (PP (TO to) (NP (DT the) (JJ young) (NN man)))))))) (. ?)))
Easy	blogs-02-5	blogs-02	Where did the narrator enter?	Sch	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	enter	enter	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB enter))) (. ?)))
Easy	blogs-02-6	blogs-02	What did the narrator see?	Story | Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	see	see	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB see))) (. ?)))
Easy	blogs-02-7	blogs-02	Who was snoring?	Story	"1	Who	who	_	WP	_	3	nsubj	_	_
2	was	be	_	VBD	_	3	aux	_	_
3	snoring	snore	_	VBG	_	0	root	_	_
4	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (VP (VBG snoring))) (. ?)))
Easy	blogs-02-8	blogs-02	Who crashed the motorbike?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	crashed	crash	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	motorbike	motorbike	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD crashed) (NP (DT the) (NN motorbike)))) (. ?)))
Easy	blogs-02-9	blogs-02	Who stayed with the young man?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	stayed	stay	_	VBD	_	0	root	_	_
3	with	with	_	IN	_	6	case	_	_
4	the	the	_	DT	_	6	det	_	_
5	young	young	_	JJ	_	6	amod	_	_
6	man	man	_	NN	_	2	nmod	_	_
7	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD stayed) (PP (IN with) (NP (DT the) (JJ young) (NN man))))) (. ?)))
Easy	blogs-02-10	blogs-02	Who is the story about?	Story | Sch	"1	Who	who	_	WP	_	0	root	_	_
2	is	be	_	VBZ	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	story	story	_	NN	_	1	nsubj	_	_
5	about	about	_	IN	_	4	nmod	_	_
6	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBZ is) (NP (DT the) (NN story)) (ADJP (IN about))) (. ?)))
Easy	blogs-02-11	blogs-02	What did the narrator begin to wonder?	Sch	"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	begin	begin	_	VB	_	0	root	_	_
6	to	to	_	TO	_	7	mark	_	_
7	wonder	wonder	_	VB	_	5	xcomp	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB begin) (S (VP (TO to) (VP (VB wonder)))))) (. ?)))
Easy	blogs-02-12	blogs-02	What was in a group of trees that was above the narrator?	Sch	"1	What	what	_	WP	_	5	nsubj	_	_
2	was	be	_	VBD	_	5	cop	_	_
3	in	in	_	IN	_	5	case	_	_
4	a	a	_	DT	_	5	det	_	_
5	group	group	_	NN	_	0	root	_	_
6	of	of	_	IN	_	7	case	_	_
7	trees	tree	_	NNS	_	5	nmod	_	_
8	that	that	_	WDT	_	12	nsubj	_	_
9	was	be	_	VBD	_	12	cop	_	_
10	above	above	_	IN	_	12	case	_	_
11	the	the	_	DT	_	12	det	_	_
12	narrator	narrator	_	NN	_	5	acl:relcl	_	_
13	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD was) (PP (IN in) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (NNS trees)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (PP (IN above) (NP (DT the) (NN narrator)))))))))))) (. ?)))
Easy	blogs-04-1	blogs-04	Who approached the bowl?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	approached	approach	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	bowl	bowl	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD approached) (NP (DT the) (NN bowl)))) (. ?)))
